Gender,Age,Household Income,Education,Location (Census Region),count
Male,45-60,"$150,000+",Less than high school degree,West South Central,73232
Female,45-60,"$150,000+",Less than high school degree,West South Central,64986
Male,> 60,"$150,000+",Less than high school degree,West South Central,50404
Female,> 60,"$150,000+",Less than high school degree,West South Central,57165
Male,18-29,"$0 - $24,999",High school degree,West South Central,109846
Female,18-29,"$0 - $24,999",High school degree,West South Central,126160
Male,30-44,"$0 - $24,999",High school degree,West South Central,98722
Female,30-44,"$0 - $24,999",High school degree,West South Central,124783
Male,45-60,"$0 - $24,999",High school degree,West South Central,104815
Female,45-60,"$0 - $24,999",High school degree,West South Central,120755
Male,> 60,"$0 - $24,999",High school degree,West South Central,163363
Female,> 60,"$0 - $24,999",High school degree,West South Central,283605
Male,18-29,"$25,000 - $49,999",High school degree,West South Central,223835
Female,18-29,"$25,000 - $49,999",High school degree,West South Central,198833
Male,30-44,"$25,000 - $49,999",High school degree,West South Central,211255
Female,30-44,"$25,000 - $49,999",High school degree,West South Central,193160
Male,45-60,"$25,000 - $49,999",High school degree,West South Central,142904
Female,45-60,"$25,000 - $49,999",High school degree,West South Central,165841
Male,> 60,"$25,000 - $49,999",High school degree,West South Central,217665
Female,> 60,"$25,000 - $49,999",High school degree,West South Central,322487
Male,18-29,"$50,000 - $99,999",High school degree,West South Central,460291
Female,18-29,"$50,000 - $99,999",High school degree,West South Central,349062
Male,30-44,"$50,000 - $99,999",High school degree,West South Central,448922
Female,30-44,"$50,000 - $99,999",High school degree,West South Central,331551
Male,45-60,"$50,000 - $99,999",High school degree,West South Central,346722
Female,45-60,"$50,000 - $99,999",High school degree,West South Central,297044
Male,> 60,"$50,000 - $99,999",High school degree,West South Central,328799
Female,> 60,"$50,000 - $99,999",High school degree,West South Central,382749
Male,18-29,"$100,000 - $149,999",High school degree,West South Central,259090
Female,18-29,"$100,000 - $149,999",High school degree,West South Central,171590
Male,30-44,"$100,000 - $149,999",High school degree,West South Central,268936
Female,30-44,"$100,000 - $149,999",High school degree,West South Central,177650
Male,45-60,"$100,000 - $149,999",High school degree,West South Central,224076
Female,45-60,"$100,000 - $149,999",High school degree,West South Central,182283
Male,> 60,"$100,000 - $149,999",High school degree,West South Central,143955
Female,> 60,"$100,000 - $149,999",High school degree,West South Central,155182
Male,18-29,"$150,000+",High school degree,West South Central,249782
Female,18-29,"$150,000+",High school degree,West South Central,168069
Male,30-44,"$150,000+",High school degree,West South Central,196535
Female,30-44,"$150,000+",High school degree,West South Central,122654
Male,45-60,"$150,000+",High school degree,West South Central,193277
Female,45-60,"$150,000+",High school degree,West South Central,162457
Male,> 60,"$150,000+",High school degree,West South Central,121490
Female,> 60,"$150,000+",High school degree,West South Central,147034
Male,18-29,"$0 - $24,999",Some college or Associate degree,West South Central,97795
Female,18-29,"$0 - $24,999",Some college or Associate degree,West South Central,125787
Male,30-44,"$0 - $24,999",Some college or Associate degree,West South Central,60952
Female,30-44,"$0 - $24,999",Some college or Associate degree,West South Central,120142
Male,45-60,"$0 - $24,999",Some college or Associate degree,West South Central,62531
Female,45-60,"$0 - $24,999",Some college or Associate degree,West South Central,92809
Male,> 60,"$0 - $24,999",Some college or Associate degree,West South Central,119123
Female,> 60,"$0 - $24,999",Some college or Associate degree,West South Central,216609
Male,18-29,"$25,000 - $49,999",Some college or Associate degree,West South Central,165555
Female,18-29,"$25,000 - $49,999",Some college or Associate degree,West South Central,204058
Male,30-44,"$25,000 - $49,999",Some college or Associate degree,West South Central,138336
Female,30-44,"$25,000 - $49,999",Some college or Associate degree,West South Central,209554
Male,45-60,"$25,000 - $49,999",Some college or Associate degree,West South Central,105058
Female,45-60,"$25,000 - $49,999",Some college or Associate degree,West South Central,159389
Male,> 60,"$25,000 - $49,999",Some college or Associate degree,West South Central,176543
Female,> 60,"$25,000 - $49,999",Some college or Associate degree,West South Central,271782
Male,18-29,"$50,000 - $99,999",Some college or Associate degree,West South Central,343801
Female,18-29,"$50,000 - $99,999",Some college or Associate degree,West South Central,362403
Male,30-44,"$50,000 - $99,999",Some college or Associate degree,West South Central,405783
Female,30-44,"$50,000 - $99,999",Some college or Associate degree,West South Central,419896
Male,45-60,"$50,000 - $99,999",Some college or Associate degree,West South Central,260752
Female,45-60,"$50,000 - $99,999",Some college or Associate degree,West South Central,322255
Male,> 60,"$50,000 - $99,999",Some college or Associate degree,West South Central,342433
Female,> 60,"$50,000 - $99,999",Some college or Associate degree,West South Central,394000
Male,18-29,"$100,000 - $149,999",Some college or Associate degree,West South Central,202025
Female,18-29,"$100,000 - $149,999",Some college or Associate degree,West South Central,210328
Male,30-44,"$100,000 - $149,999",Some college or Associate degree,West South Central,303857
Female,30-44,"$100,000 - $149,999",Some college or Associate degree,West South Central,283773
Male,45-60,"$100,000 - $149,999",Some college or Associate degree,West South Central,248986
Female,45-60,"$100,000 - $149,999",Some college or Associate degree,West South Central,244558
Male,> 60,"$100,000 - $149,999",Some college or Associate degree,West South Central,188378
Female,> 60,"$100,000 - $149,999",Some college or Associate degree,West South Central,193790
Male,18-29,"$150,000+",Some college or Associate degree,West South Central,224485
Female,18-29,"$150,000+",Some college or Associate degree,West South Central,193096
Male,30-44,"$150,000+",Some college or Associate degree,West South Central,286805
Female,30-44,"$150,000+",Some college or Associate degree,West South Central,248540
Male,45-60,"$150,000+",Some college or Associate degree,West South Central,318026
Female,45-60,"$150,000+",Some college or Associate degree,West South Central,280801
Male,> 60,"$150,000+",Some college or Associate degree,West South Central,167797
Female,> 60,"$150,000+",Some college or Associate degree,West South Central,186855
Male,18-29,"$0 - $24,999",Bachelor degree,West South Central,32806
Female,18-29,"$0 - $24,999",Bachelor degree,West South Central,48334
Male,30-44,"$0 - $24,999",Bachelor degree,West South Central,24205
Female,30-44,"$0 - $24,999",Bachelor degree,West South Central,32933
Male,45-60,"$0 - $24,999",Bachelor degree,West South Central,24092
Female,45-60,"$0 - $24,999",Bachelor degree,West South Central,35169
Male,> 60,"$0 - $24,999",Bachelor degree,West South Central,46584
Female,> 60,"$0 - $24,999",Bachelor degree,West South Central,59099
Male,18-29,"$25,000 - $49,999",Bachelor degree,West South Central,49851
Female,18-29,"$25,000 - $49,999",Bachelor degree,West South Central,78173
Male,30-44,"$25,000 - $49,999",Bachelor degree,West South Central,58215
Female,30-44,"$25,000 - $49,999",Bachelor degree,West South Central,82290
Male,45-60,"$25,000 - $49,999",Bachelor degree,West South Central,40125
Female,45-60,"$25,000 - $49,999",Bachelor degree,West South Central,59443
Male,> 60,"$25,000 - $49,999",Bachelor degree,West South Central,81317
Female,> 60,"$25,000 - $49,999",Bachelor degree,West South Central,109052
Male,18-29,"$50,000 - $99,999",Bachelor degree,West South Central,150358
Female,18-29,"$50,000 - $99,999",Bachelor degree,West South Central,200062
Male,30-44,"$50,000 - $99,999",Bachelor degree,West South Central,220653
Female,30-44,"$50,000 - $99,999",Bachelor degree,West South Central,306221
Male,45-60,"$50,000 - $99,999",Bachelor degree,West South Central,129632
Female,45-60,"$50,000 - $99,999",Bachelor degree,West South Central,192024
Male,> 60,"$50,000 - $99,999",Bachelor degree,West South Central,197443
Female,> 60,"$50,000 - $99,999",Bachelor degree,West South Central,234512
Male,18-29,"$100,000 - $149,999",Bachelor degree,West South Central,113785
Female,18-29,"$100,000 - $149,999",Bachelor degree,West South Central,145192
Male,30-44,"$100,000 - $149,999",Bachelor degree,West South Central,235344
Female,30-44,"$100,000 - $149,999",Bachelor degree,West South Central,267572
Male,45-60,"$100,000 - $149,999",Bachelor degree,West South Central,162614
Female,45-60,"$100,000 - $149,999",Bachelor degree,West South Central,172578
Male,> 60,"$100,000 - $149,999",Bachelor degree,West South Central,143751
Female,> 60,"$100,000 - $149,999",Bachelor degree,West South Central,141425
Male,18-29,"$150,000+",Bachelor degree,West South Central,159927
Female,18-29,"$150,000+",Bachelor degree,West South Central,180845
Male,30-44,"$150,000+",Bachelor degree,West South Central,423969
Female,30-44,"$150,000+",Bachelor degree,West South Central,442028
Male,45-60,"$150,000+",Bachelor degree,West South Central,398874
Female,45-60,"$150,000+",Bachelor degree,West South Central,399471
Male,> 60,"$150,000+",Bachelor degree,West South Central,228010
Female,> 60,"$150,000+",Bachelor degree,West South Central,200140
Male,18-29,"$0 - $24,999",Graduate degree,West South Central,6456
Female,18-29,"$0 - $24,999",Graduate degree,West South Central,13103
Male,30-44,"$0 - $24,999",Graduate degree,West South Central,11369
Female,30-44,"$0 - $24,999",Graduate degree,West South Central,15714
Male,45-60,"$0 - $24,999",Graduate degree,West South Central,12371
Female,45-60,"$0 - $24,999",Graduate degree,West South Central,14270
Male,> 60,"$0 - $24,999",Graduate degree,West South Central,25162
Female,> 60,"$0 - $24,999",Graduate degree,West South Central,33709
Male,18-29,"$25,000 - $49,999",Graduate degree,West South Central,11796
Female,18-29,"$25,000 - $49,999",Graduate degree,West South Central,17608
Male,30-44,"$25,000 - $49,999",Graduate degree,West South Central,21601
Female,30-44,"$25,000 - $49,999",Graduate degree,West South Central,30080
Male,45-60,"$25,000 - $49,999",Graduate degree,West South Central,17745
Female,45-60,"$25,000 - $49,999",Graduate degree,West South Central,21128
Male,> 60,"$25,000 - $49,999",Graduate degree,West South Central,42497
Female,> 60,"$25,000 - $49,999",Graduate degree,West South Central,56535
Male,18-29,"$50,000 - $99,999",Graduate degree,West South Central,29276
Female,18-29,"$50,000 - $99,999",Graduate degree,West South Central,46258
Male,30-44,"$50,000 - $99,999",Graduate degree,West South Central,95941
Female,30-44,"$50,000 - $99,999",Graduate degree,West South Central,138531
Male,45-60,"$50,000 - $99,999",Graduate degree,West South Central,61351
Female,45-60,"$50,000 - $99,999",Graduate degree,West South Central,96619
Male,> 60,"$50,000 - $99,999",Graduate degree,West South Central,119700
Female,> 60,"$50,000 - $99,999",Graduate degree,West South Central,133525
Male,18-29,"$100,000 - $149,999",Graduate degree,West South Central,25397
Female,18-29,"$100,000 - $149,999",Graduate degree,West South Central,40559
Male,30-44,"$100,000 - $149,999",Graduate degree,West South Central,125035
Female,30-44,"$100,000 - $149,999",Graduate degree,West South Central,156977
Male,45-60,"$100,000 - $149,999",Graduate degree,West South Central,78820
Female,45-60,"$100,000 - $149,999",Graduate degree,West South Central,108642
Male,> 60,"$100,000 - $149,999",Graduate degree,West South Central,104183
Female,> 60,"$100,000 - $149,999",Graduate degree,West South Central,91821
Male,18-29,"$150,000+",Graduate degree,West South Central,39716
Female,18-29,"$150,000+",Graduate degree,West South Central,52954
Male,30-44,"$150,000+",Graduate degree,West South Central,304997
Female,30-44,"$150,000+",Graduate degree,West South Central,363464
Male,45-60,"$150,000+",Graduate degree,West South Central,316240
Female,45-60,"$150,000+",Graduate degree,West South Central,299970
Male,> 60,"$150,000+",Graduate degree,West South Central,206172
Female,> 60,"$150,000+",Graduate degree,West South Central,138743
Male,18-29,"$0 - $24,999",Less than high school degree,Mountain,22551
Female,18-29,"$0 - $24,999",Less than high school degree,Mountain,18461
Male,30-44,"$0 - $24,999",Less than high school degree,Mountain,26065
Female,30-44,"$0 - $24,999",Less than high school degree,Mountain,24470
Male,45-60,"$0 - $24,999",Less than high school degree,Mountain,23228
Female,45-60,"$0 - $24,999",Less than high school degree,Mountain,26236
Male,> 60,"$0 - $24,999",Less than high school degree,Mountain,52849
Female,> 60,"$0 - $24,999",Less than high school degree,Mountain,67166
Male,18-29,"$25,000 - $49,999",Less than high school degree,Mountain,40477
Female,18-29,"$25,000 - $49,999",Less than high school degree,Mountain,29721
Male,30-44,"$25,000 - $49,999",Less than high school degree,Mountain,43516
Female,30-44,"$25,000 - $49,999",Less than high school degree,Mountain,39165
Male,45-60,"$25,000 - $49,999",Less than high school degree,Mountain,41258
Female,45-60,"$25,000 - $49,999",Less than high school degree,Mountain,40150
Male,> 60,"$25,000 - $49,999",Less than high school degree,Mountain,49338
Female,> 60,"$25,000 - $49,999",Less than high school degree,Mountain,54266
Male,18-29,"$50,000 - $99,999",Less than high school degree,Mountain,85524
Female,18-29,"$50,000 - $99,999",Less than high school degree,Mountain,58034
Male,30-44,"$50,000 - $99,999",Less than high school degree,Mountain,92912
Female,30-44,"$50,000 - $99,999",Less than high school degree,Mountain,65574
Male,45-60,"$50,000 - $99,999",Less than high school degree,Mountain,88832
Female,45-60,"$50,000 - $99,999",Less than high school degree,Mountain,69030
Male,> 60,"$50,000 - $99,999",Less than high school degree,Mountain,67956
Female,> 60,"$50,000 - $99,999",Less than high school degree,Mountain,69748
Male,18-29,"$100,000 - $149,999",Less than high school degree,Mountain,54417
Female,18-29,"$100,000 - $149,999",Less than high school degree,Mountain,31949
Male,30-44,"$100,000 - $149,999",Less than high school degree,Mountain,48988
Female,30-44,"$100,000 - $149,999",Less than high school degree,Mountain,27305
Male,45-60,"$100,000 - $149,999",Less than high school degree,Mountain,54017
Female,45-60,"$100,000 - $149,999",Less than high school degree,Mountain,43097
Male,> 60,"$100,000 - $149,999",Less than high school degree,Mountain,28046
Female,> 60,"$100,000 - $149,999",Less than high school degree,Mountain,32320
Male,18-29,"$150,000+",Less than high school degree,Mountain,61322
Female,18-29,"$150,000+",Less than high school degree,Mountain,35012
Male,30-44,"$150,000+",Less than high school degree,Mountain,38436
Female,30-44,"$150,000+",Less than high school degree,Mountain,21302
Male,45-60,"$150,000+",Less than high school degree,Mountain,45896
Female,45-60,"$150,000+",Less than high school degree,Mountain,39253
Male,> 60,"$150,000+",Less than high school degree,Mountain,26655
Female,> 60,"$150,000+",Less than high school degree,Mountain,29751
Male,18-29,"$0 - $24,999",High school degree,Mountain,45428
Female,18-29,"$0 - $24,999",High school degree,Mountain,48120
Male,30-44,"$0 - $24,999",High school degree,Mountain,38156
Female,30-44,"$0 - $24,999",High school degree,Mountain,42440
Male,45-60,"$0 - $24,999",High school degree,Mountain,38478
Female,45-60,"$0 - $24,999",High school degree,Mountain,44200
Male,> 60,"$0 - $24,999",High school degree,Mountain,94959
Female,> 60,"$0 - $24,999",High school degree,Mountain,145100
Male,18-29,"$25,000 - $49,999",High school degree,Mountain,96229
Female,18-29,"$25,000 - $49,999",High school degree,Mountain,92966
Male,30-44,"$25,000 - $49,999",High school degree,Mountain,92363
Female,30-44,"$25,000 - $49,999",High school degree,Mountain,86761
Male,45-60,"$25,000 - $49,999",High school degree,Mountain,66359
Female,45-60,"$25,000 - $49,999",High school degree,Mountain,72328
Male,> 60,"$25,000 - $49,999",High school degree,Mountain,132995
Female,> 60,"$25,000 - $49,999",High school degree,Mountain,171608
Male,18-29,"$50,000 - $99,999",High school degree,Mountain,246767
Female,18-29,"$50,000 - $99,999",High school degree,Mountain,198311
Male,30-44,"$50,000 - $99,999",High school degree,Mountain,233386
Female,30-44,"$50,000 - $99,999",High school degree,Mountain,167684
Male,45-60,"$50,000 - $99,999",High school degree,Mountain,155753
Female,45-60,"$50,000 - $99,999",High school degree,Mountain,149616
Male,> 60,"$50,000 - $99,999",High school degree,Mountain,212245
Female,> 60,"$50,000 - $99,999",High school degree,Mountain,252659
Male,18-29,"$100,000 - $149,999",High school degree,Mountain,173764
Female,18-29,"$100,000 - $149,999",High school degree,Mountain,131501
Male,30-44,"$100,000 - $149,999",High school degree,Mountain,168826
Female,30-44,"$100,000 - $149,999",High school degree,Mountain,125838
Male,45-60,"$100,000 - $149,999",High school degree,Mountain,128950
Female,45-60,"$100,000 - $149,999",High school degree,Mountain,108485
Male,> 60,"$100,000 - $149,999",High school degree,Mountain,93678
Female,> 60,"$100,000 - $149,999",High school degree,Mountain,109188
Male,18-29,"$150,000+",High school degree,Mountain,199499
Female,18-29,"$150,000+",High school degree,Mountain,125928
Male,30-44,"$150,000+",High school degree,Mountain,138148
Female,30-44,"$150,000+",High school degree,Mountain,93833
Male,45-60,"$150,000+",High school degree,Mountain,138608
Female,45-60,"$150,000+",High school degree,Mountain,114563
Male,> 60,"$150,000+",High school degree,Mountain,81391
Female,> 60,"$150,000+",High school degree,Mountain,98646
Male,18-29,"$0 - $24,999",Some college or Associate degree,Mountain,56981
Female,18-29,"$0 - $24,999",Some college or Associate degree,Mountain,63265
Male,30-44,"$0 - $24,999",Some college or Associate degree,Mountain,36096
Female,30-44,"$0 - $24,999",Some college or Associate degree,Mountain,47507
Male,45-60,"$0 - $24,999",Some college or Associate degree,Mountain,38123
Female,45-60,"$0 - $24,999",Some college or Associate degree,Mountain,52370
Male,> 60,"$0 - $24,999",Some college or Associate degree,Mountain,92534
Female,> 60,"$0 - $24,999",Some college or Associate degree,Mountain,142459
Male,18-29,"$25,000 - $49,999",Some college or Associate degree,Mountain,89703
Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Mountain,100578
Male,30-44,"$25,000 - $49,999",Some college or Associate degree,Mountain,80414
Female,30-44,"$25,000 - $49,999",Some college or Associate degree,Mountain,101520
Male,45-60,"$25,000 - $49,999",Some college or Associate degree,Mountain,57226
Female,45-60,"$25,000 - $49,999",Some college or Associate degree,Mountain,76703
Male,> 60,"$25,000 - $49,999",Some college or Associate degree,Mountain,148896
Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Mountain,220356
Male,18-29,"$50,000 - $99,999",Some college or Associate degree,Mountain,209004
Female,18-29,"$50,000 - $99,999",Some college or Associate degree,Mountain,223449
Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Mountain,262303
Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Mountain,249124
Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Mountain,170974
Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Mountain,194203
Male,> 60,"$50,000 - $99,999",Some college or Associate degree,Mountain,296262
Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Mountain,332435
Male,18-29,"$100,000 - $149,999",Some college or Associate degree,Mountain,137128
Female,18-29,"$100,000 - $149,999",Some college or Associate degree,Mountain,138770
Male,30-44,"$100,000 - $149,999",Some college or Associate degree,Mountain,210566
Female,30-44,"$100,000 - $149,999",Some college or Associate degree,Mountain,193190
Male,45-60,"$100,000 - $149,999",Some college or Associate degree,Mountain,167001
Female,45-60,"$100,000 - $149,999",Some college or Associate degree,Mountain,158919
Male,> 60,"$100,000 - $149,999",Some college or Associate degree,Mountain,154204
Female,> 60,"$100,000 - $149,999",Some college or Associate degree,Mountain,162407
Male,18-29,"$150,000+",Some college or Associate degree,Mountain,171259
Female,18-29,"$150,000+",Some college or Associate degree,Mountain,150579
Male,30-44,"$150,000+",Some college or Associate degree,Mountain,210054
Female,30-44,"$150,000+",Some college or Associate degree,Mountain,179418
Male,45-60,"$150,000+",Some college or Associate degree,Mountain,230141
Female,45-60,"$150,000+",Some college or Associate degree,Mountain,224006
Male,> 60,"$150,000+",Some college or Associate degree,Mountain,144738
Female,> 60,"$150,000+",Some college or Associate degree,Mountain,163269
Male,18-29,"$0 - $24,999",Bachelor degree,Mountain,15327
Female,18-29,"$0 - $24,999",Bachelor degree,Mountain,22330
Male,30-44,"$0 - $24,999",Bachelor degree,Mountain,19461
Female,30-44,"$0 - $24,999",Bachelor degree,Mountain,19375
Male,45-60,"$0 - $24,999",Bachelor degree,Mountain,15374
Female,45-60,"$0 - $24,999",Bachelor degree,Mountain,21764
Male,> 60,"$0 - $24,999",Bachelor degree,Mountain,40777
Female,> 60,"$0 - $24,999",Bachelor degree,Mountain,51643
Male,18-29,"$25,000 - $49,999",Bachelor degree,Mountain,29963
Female,18-29,"$25,000 - $49,999",Bachelor degree,Mountain,42883
Male,30-44,"$25,000 - $49,999",Bachelor degree,Mountain,31896
Female,30-44,"$25,000 - $49,999",Bachelor degree,Mountain,41759
Male,45-60,"$25,000 - $49,999",Bachelor degree,Mountain,25894
Female,45-60,"$25,000 - $49,999",Bachelor degree,Mountain,33793
Male,> 60,"$25,000 - $49,999",Bachelor degree,Mountain,65330
Female,> 60,"$25,000 - $49,999",Bachelor degree,Mountain,87567
Male,18-29,"$50,000 - $99,999",Bachelor degree,Mountain,98753
Female,18-29,"$50,000 - $99,999",Bachelor degree,Mountain,122843
Male,30-44,"$50,000 - $99,999",Bachelor degree,Mountain,143750
Female,30-44,"$50,000 - $99,999",Bachelor degree,Mountain,170824
Male,45-60,"$50,000 - $99,999",Bachelor degree,Mountain,87056
Female,45-60,"$50,000 - $99,999",Bachelor degree,Mountain,104552
Male,> 60,"$50,000 - $99,999",Bachelor degree,Mountain,171781
Female,> 60,"$50,000 - $99,999",Bachelor degree,Mountain,172260
Male,18-29,"$100,000 - $149,999",Bachelor degree,Mountain,82846
Female,18-29,"$100,000 - $149,999",Bachelor degree,Mountain,102658
Male,30-44,"$100,000 - $149,999",Bachelor degree,Mountain,175176
Female,30-44,"$100,000 - $149,999",Bachelor degree,Mountain,187131
Male,45-60,"$100,000 - $149,999",Bachelor degree,Mountain,113788
Female,45-60,"$100,000 - $149,999",Bachelor degree,Mountain,124026
Male,> 60,"$100,000 - $149,999",Bachelor degree,Mountain,117271
Female,> 60,"$100,000 - $149,999",Bachelor degree,Mountain,114333
Male,18-29,"$150,000+",Bachelor degree,Mountain,114531
Female,18-29,"$150,000+",Bachelor degree,Mountain,121828
Male,30-44,"$150,000+",Bachelor degree,Mountain,293893
Female,30-44,"$150,000+",Bachelor degree,Mountain,302363
Male,45-60,"$150,000+",Bachelor degree,Mountain,283109
Female,45-60,"$150,000+",Bachelor degree,Mountain,265216
Male,> 60,"$150,000+",Bachelor degree,Mountain,161172
Female,> 60,"$150,000+",Bachelor degree,Mountain,142237
Male,18-29,"$0 - $24,999",Graduate degree,Mountain,2240
Female,18-29,"$0 - $24,999",Graduate degree,Mountain,3276
Male,30-44,"$0 - $24,999",Graduate degree,Mountain,6946
Female,30-44,"$0 - $24,999",Graduate degree,Mountain,9788
Male,45-60,"$0 - $24,999",Graduate degree,Mountain,7384
Female,45-60,"$0 - $24,999",Graduate degree,Mountain,10336
Male,> 60,"$0 - $24,999",Graduate degree,Mountain,24286
Female,> 60,"$0 - $24,999",Graduate degree,Mountain,26118
Male,18-29,"$25,000 - $49,999",Graduate degree,Mountain,6231
Female,18-29,"$25,000 - $49,999",Graduate degree,Mountain,9971
Male,30-44,"$25,000 - $49,999",Graduate degree,Mountain,13285
Female,30-44,"$25,000 - $49,999",Graduate degree,Mountain,16907
Male,45-60,"$25,000 - $49,999",Graduate degree,Mountain,8044
Female,45-60,"$25,000 - $49,999",Graduate degree,Mountain,15859
Male,> 60,"$25,000 - $49,999",Graduate degree,Mountain,38130
Female,> 60,"$25,000 - $49,999",Graduate degree,Mountain,44700
Male,18-29,"$50,000 - $99,999",Graduate degree,Mountain,17821
Female,18-29,"$50,000 - $99,999",Graduate degree,Mountain,28820
Male,30-44,"$50,000 - $99,999",Graduate degree,Mountain,56709
Female,30-44,"$50,000 - $99,999",Graduate degree,Mountain,84519
Male,45-60,"$50,000 - $99,999",Graduate degree,Mountain,43339
Female,45-60,"$50,000 - $99,999",Graduate degree,Mountain,63804
Male,> 60,"$50,000 - $99,999",Graduate degree,Mountain,115686
Female,> 60,"$50,000 - $99,999",Graduate degree,Mountain,114339
Male,18-29,"$100,000 - $149,999",Graduate degree,Mountain,18331
Female,18-29,"$100,000 - $149,999",Graduate degree,Mountain,29794
Male,30-44,"$100,000 - $149,999",Graduate degree,Mountain,79751
Female,30-44,"$100,000 - $149,999",Graduate degree,Mountain,98437
Male,45-60,"$100,000 - $149,999",Graduate degree,Mountain,60917
Female,45-60,"$100,000 - $149,999",Graduate degree,Mountain,74951
Male,> 60,"$100,000 - $149,999",Graduate degree,Mountain,99701
Female,> 60,"$100,000 - $149,999",Graduate degree,Mountain,83320
Male,18-29,"$150,000+",Graduate degree,Mountain,20434
Female,18-29,"$150,000+",Graduate degree,Mountain,33284
Male,30-44,"$150,000+",Graduate degree,Mountain,205274
Female,30-44,"$150,000+",Graduate degree,Mountain,232021
Male,45-60,"$150,000+",Graduate degree,Mountain,227542
Female,45-60,"$150,000+",Graduate degree,Mountain,212152
Male,> 60,"$150,000+",Graduate degree,Mountain,181262
Female,> 60,"$150,000+",Graduate degree,Mountain,123222
Male,18-29,"$0 - $24,999",Less than high school degree,Pacific,32403
Female,18-29,"$0 - $24,999",Less than high school degree,Pacific,32350
Male,30-44,"$0 - $24,999",Less than high school degree,Pacific,58972
Female,30-44,"$0 - $24,999",Less than high school degree,Pacific,56745
Male,45-60,"$0 - $24,999",Less than high school degree,Pacific,69382
Female,45-60,"$0 - $24,999",Less than high school degree,Pacific,86208
Male,> 60,"$0 - $24,999",Less than high school degree,Pacific,138926
Female,> 60,"$0 - $24,999",Less than high school degree,Pacific,211604
Male,18-29,"$25,000 - $49,999",Less than high school degree,Pacific,66384
Female,18-29,"$25,000 - $49,999",Less than high school degree,Pacific,45802
Male,30-44,"$25,000 - $49,999",Less than high school degree,Pacific,114946
Female,30-44,"$25,000 - $49,999",Less than high school degree,Pacific,109520
Male,45-60,"$25,000 - $49,999",Less than high school degree,Pacific,131992
Female,45-60,"$25,000 - $49,999",Less than high school degree,Pacific,129271
Male,> 60,"$25,000 - $49,999",Less than high school degree,Pacific,140088
Female,> 60,"$25,000 - $49,999",Less than high school degree,Pacific,164816
Male,18-29,"$50,000 - $99,999",Less than high school degree,Pacific,118515
Female,18-29,"$50,000 - $99,999",Less than high school degree,Pacific,86587
Male,30-44,"$50,000 - $99,999",Less than high school degree,Pacific,218320
Female,30-44,"$50,000 - $99,999",Less than high school degree,Pacific,159020
Male,45-60,"$50,000 - $99,999",Less than high school degree,Pacific,277594
Female,45-60,"$50,000 - $99,999",Less than high school degree,Pacific,245101
Male,> 60,"$50,000 - $99,999",Less than high school degree,Pacific,215135
Female,> 60,"$50,000 - $99,999",Less than high school degree,Pacific,249170
Male,18-29,"$100,000 - $149,999",Less than high school degree,Pacific,87045
Female,18-29,"$100,000 - $149,999",Less than high school degree,Pacific,53941
Male,30-44,"$100,000 - $149,999",Less than high school degree,Pacific,125102
Female,30-44,"$100,000 - $149,999",Less than high school degree,Pacific,84823
Male,45-60,"$100,000 - $149,999",Less than high school degree,Pacific,179279
Female,45-60,"$100,000 - $149,999",Less than high school degree,Pacific,152195
Male,> 60,"$100,000 - $149,999",Less than high school degree,Pacific,125690
Female,> 60,"$100,000 - $149,999",Less than high school degree,Pacific,141184
Male,18-29,"$150,000+",Less than high school degree,Pacific,111480
Female,18-29,"$150,000+",Less than high school degree,Pacific,74792
Male,30-44,"$150,000+",Less than high school degree,Pacific,117487
Female,30-44,"$150,000+",Less than high school degree,Pacific,67174
Male,45-60,"$150,000+",Less than high school degree,Pacific,178411
Female,45-60,"$150,000+",Less than high school degree,Pacific,152770
Male,> 60,"$150,000+",Less than high school degree,Pacific,146075
Female,> 60,"$150,000+",Less than high school degree,Pacific,184769
Male,18-29,"$0 - $24,999",High school degree,Pacific,83598
Female,18-29,"$0 - $24,999",High school degree,Pacific,88175
Male,30-44,"$0 - $24,999",High school degree,Pacific,75332
Female,30-44,"$0 - $24,999",High school degree,Pacific,81972
Male,45-60,"$0 - $24,999",High school degree,Pacific,75078
Female,45-60,"$0 - $24,999",High school degree,Pacific,70417
Male,> 60,"$0 - $24,999",High school degree,Pacific,140566
Female,> 60,"$0 - $24,999",High school degree,Pacific,224853
Male,18-29,"$25,000 - $49,999",High school degree,Pacific,160827
Female,18-29,"$25,000 - $49,999",High school degree,Pacific,136536
Male,30-44,"$25,000 - $49,999",High school degree,Pacific,149603
Female,30-44,"$25,000 - $49,999",High school degree,Pacific,145232
Male,45-60,"$25,000 - $49,999",High school degree,Pacific,112822
Female,45-60,"$25,000 - $49,999",High school degree,Pacific,118728
Male,> 60,"$25,000 - $49,999",High school degree,Pacific,183279
Female,> 60,"$25,000 - $49,999",High school degree,Pacific,247473
Male,18-29,"$50,000 - $99,999",High school degree,Pacific,416936
Female,18-29,"$50,000 - $99,999",High school degree,Pacific,318964
