Gender,Age,Household Income,Education,Location (Census Region),count,llm_preference,llm_prior,llm_comma_care,llm_sentence_example,llm_data,llm_data_care,llm_grammar_importance
Female,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central,607609,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$50,000 - $99,999",Bachelor degree,Middle Atlantic,238856,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$50,000 - $99,999",High school degree,East North Central,642897,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$150,000+",Bachelor degree,West South Central,423969,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$0 - $24,999",Less than high school degree,Middle Atlantic,223404,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Male,30-44,"$150,000+",Bachelor degree,South Atlantic,708844,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$0 - $24,999",Some college or Associate degree,Mountain,142459,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$100,000 - $149,999",Some college or Associate degree,West North Central,157841,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$100,000 - $149,999",Graduate degree,New England,77175,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Very important
Male,> 60,"$100,000 - $149,999",Some college or Associate degree,West South Central,188378,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$50,000 - $99,999",Less than high school degree,East North Central,121145,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Somewhat important
Female,> 60,"$25,000 - $49,999",Graduate degree,East South Central,32003,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Female,45-60,"$100,000 - $149,999",Bachelor degree,East North Central,240326,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$100,000 - $149,999",Less than high school degree,East North Central,76464,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important
Female,30-44,"$0 - $24,999",High school degree,New England,32416,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important
Male,30-44,"$50,000 - $99,999",High school degree,Pacific,406728,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$50,000 - $99,999",High school degree,South Atlantic,805567,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$50,000 - $99,999",High school degree,East North Central,459748,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important
Female,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central,607609,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$150,000+",Some college or Associate degree,West North Central,192108,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$50,000 - $99,999",High school degree,West South Central,297044,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$50,000 - $99,999",Less than high school degree,South Atlantic,131655,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important
Female,30-44,"$100,000 - $149,999",Bachelor degree,East North Central,347850,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$150,000+",Bachelor degree,South Atlantic,310439,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$100,000 - $149,999",Graduate degree,East North Central,101945,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$0 - $24,999",Some college or Associate degree,West North Central,134583,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Male,> 60,"$0 - $24,999",High school degree,South Atlantic,300677,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$100,000 - $149,999",High school degree,New England,61875,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$50,000 - $99,999",Graduate degree,West North Central,81884,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$100,000 - $149,999",Some college or Associate degree,West North Central,193582,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$25,000 - $49,999",High school degree,Mountain,86761,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Somewhat important
Female,18-29,"$150,000+",Graduate degree,Pacific,128969,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$150,000+",High school degree,Mountain,199499,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Female,18-29,"$150,000+",Some college or Associate degree,East South Central,73173,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$150,000+",High school degree,West South Central,162457,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Female,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic,209797,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$50,000 - $99,999",High school degree,South Atlantic,643213,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$100,000 - $149,999",Less than high school degree,West South Central,99136,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$150,000+",Some college or Associate degree,West South Central,286805,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Mountain,332435,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic,221170,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$50,000 - $99,999",Bachelor degree,East North Central,283440,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$100,000 - $149,999",Some college or Associate degree,New England,89691,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$100,000 - $149,999",Bachelor degree,West North Central,91521,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$50,000 - $99,999",High school degree,South Atlantic,805567,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$50,000 - $99,999",Graduate degree,New England,36116,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$25,000 - $49,999",High school degree,South Atlantic,264507,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$25,000 - $49,999",Some college or Associate degree,East North Central,227570,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$100,000 - $149,999",High school degree,South Atlantic,273839,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$150,000+",Graduate degree,West South Central,299970,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$150,000+",Graduate degree,New England,215658,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Very important
Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Pacific,179416,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$25,000 - $49,999",High school degree,East North Central,196715,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$150,000+",Graduate degree,Pacific,735738,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$25,000 - $49,999",Bachelor degree,East North Central,136640,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$0 - $24,999",High school degree,Pacific,81972,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important
Male,45-60,"$150,000+",Bachelor degree,New England,220340,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$50,000 - $99,999",High school degree,Mountain,252659,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Female,45-60,"$0 - $24,999",Graduate degree,Mountain,10336,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$50,000 - $99,999",Bachelor degree,West North Central,105389,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$50,000 - $99,999",High school degree,Pacific,318964,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$100,000 - $149,999",Bachelor degree,Mountain,187131,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,651460,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$150,000+",Some college or Associate degree,East North Central,211430,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$150,000+",High school degree,East South Central,59201,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$150,000+",Bachelor degree,South Atlantic,737235,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$25,000 - $49,999",Less than high school degree,Pacific,129271,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important
Male,45-60,"$50,000 - $99,999",High school degree,East North Central,436424,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$100,000 - $149,999",Bachelor degree,New England,77918,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$50,000 - $99,999",High school degree,Pacific,406728,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$100,000 - $149,999",Bachelor degree,Mountain,117271,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$0 - $24,999",High school degree,Pacific,70417,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$150,000+",Bachelor degree,Mountain,161172,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central,607609,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$50,000 - $99,999",Graduate degree,East North Central,54064,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Some,Very important
Female,30-44,"$25,000 - $49,999",Bachelor degree,West South Central,82290,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$25,000 - $49,999",Less than high school degree,Middle Atlantic,76996,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important
Male,18-29,"$25,000 - $49,999",Less than high school degree,Middle Atlantic,49999,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Somewhat important
Female,30-44,"$150,000+",Some college or Associate degree,South Atlantic,364177,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Very important
Male,18-29,"$150,000+",Some college or Associate degree,New England,109706,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Female,45-60,"$150,000+",High school degree,East North Central,168860,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Male,18-29,"$100,000 - $149,999",Less than high school degree,New England,15893,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important
Female,45-60,"$150,000+",Graduate degree,South Atlantic,703894,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Very important
Female,30-44,"$25,000 - $49,999",Bachelor degree,Mountain,41759,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$100,000 - $149,999",High school degree,South Atlantic,273839,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$50,000 - $99,999",High school degree,Mountain,167684,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$150,000+",Some college or Associate degree,East South Central,132282,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$150,000+",Some college or Associate degree,Mountain,171259,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$50,000 - $99,999",High school degree,Middle Atlantic,529520,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$150,000+",Bachelor degree,South Atlantic,745581,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$25,000 - $49,999",Some college or Associate degree,South Atlantic,540160,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$50,000 - $99,999",Some college or Associate degree,Pacific,381817,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$50,000 - $99,999",Less than high school degree,West South Central,146882,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important
Male,45-60,"$150,000+",High school degree,Pacific,336578,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Female,18-29,"$50,000 - $99,999",Some college or Associate degree,West South Central,362403,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$150,000+",High school degree,New England,80151,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$150,000+",Graduate degree,South Atlantic,580406,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$100,000 - $149,999",Graduate degree,South Atlantic,243201,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$100,000 - $149,999",Bachelor degree,South Atlantic,444825,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$100,000 - $149,999",Some college or Associate degree,East North Central,366435,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$25,000 - $49,999",Bachelor degree,East North Central,56894,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$150,000+",Graduate degree,South Atlantic,678233,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic,195044,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$150,000+",Some college or Associate degree,South Atlantic,337256,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$50,000 - $99,999",High school degree,West South Central,349062,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Female,> 60,"$0 - $24,999",High school degree,East South Central,202476,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Female,30-44,"$0 - $24,999",Some college or Associate degree,West South Central,120142,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Somewhat important
Female,> 60,"$0 - $24,999",High school degree,East North Central,421913,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$150,000+",Graduate degree,Pacific,735738,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Very important
Male,> 60,"$50,000 - $99,999",High school degree,West North Central,284136,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$25,000 - $49,999",High school degree,East North Central,393697,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$150,000+",Bachelor degree,Middle Atlantic,578099,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$150,000+",Bachelor degree,West South Central,423969,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$100,000 - $149,999",Some college or Associate degree,Mountain,154204,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$150,000+",Bachelor degree,West South Central,423969,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$50,000 - $99,999",Some college or Associate degree,West North Central,258100,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$150,000+",High school degree,Mountain,93833,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$100,000 - $149,999",High school degree,Pacific,230657,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Male,18-29,"$150,000+",Bachelor degree,Middle Atlantic,341833,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$150,000+",Graduate degree,South Atlantic,743733,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Very important
Female,45-60,"$150,000+",Graduate degree,South Atlantic,703894,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Very important
Female,30-44,"$100,000 - $149,999",High school degree,West South Central,177650,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$50,000 - $99,999",Graduate degree,Mountain,17821,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$25,000 - $49,999",High school degree,South Atlantic,645359,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific,281170,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$0 - $24,999",Some college or Associate degree,South Atlantic,419586,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$50,000 - $99,999",High school degree,East South Central,211771,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$150,000+",Bachelor degree,East North Central,476771,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$50,000 - $99,999",Some college or Associate degree,West North Central,258100,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$0 - $24,999",Less than high school degree,East North Central,55786,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important
Male,45-60,"$50,000 - $99,999",Bachelor degree,Mountain,87056,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$150,000+",Some college or Associate degree,East South Central,130680,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$0 - $24,999",Graduate degree,New England,7798,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Some,Very important
Male,18-29,"$50,000 - $99,999",High school degree,Mountain,246767,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Female,> 60,"$0 - $24,999",Bachelor degree,East North Central,82454,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Male,30-44,"$150,000+",Some college or Associate degree,West South Central,286805,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$0 - $24,999",High school degree,East North Central,111196,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$25,000 - $49,999",Bachelor degree,South Atlantic,232467,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$150,000+",Bachelor degree,Pacific,364562,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$100,000 - $149,999",High school degree,Pacific,302342,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Somewhat important
Male,18-29,"$150,000+",High school degree,Pacific,452941,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$150,000+",Less than high school degree,Middle Atlantic,77426,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$25,000 - $49,999",High school degree,East North Central,393697,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
